,key,lon,lat,ca,captured_at,pano
43,TxqeRF1dETy79cUb1j4apa,-97.8491729,30.4524244,244.6084442138672,2018-07-14,False
44,c1NBeMGBEm1CyxpjujcILD,-97.8492023,30.4524128,244.96376037597656,2018-07-14,False
45,aMC7BW1ok5nN4T_mzM7qoO,-97.8492316,30.4524011,245.31939697265625,2018-07-14,False
46,Vaz_bDCNF3N95kL7UNmGxk,-97.8492615,30.4523893,245.6822662353516,2018-07-14,False
47,CU5cQroQYTLr9_W4Cgeerk,-97.84929,30.452378000000003,246.02664184570312,2018-07-14,False
48,_gc3Jv1DbmkVpJMkAvVbMr,-97.8493195,30.4523663,246.3846893310547,2018-07-14,False
49,hhUrY-uqjLG15oQFAyOdRu,-97.8493487,30.4523547,246.7384796142578,2018-07-14,False
50,l3Uoj8kNFqfLLhuIr-LK-B,-97.8493789,30.4523434,246.80503845214844,2018-07-14,False
51,nnxSDhgA27Paz65P9Zg-oq,-97.8494093,30.4523321,246.80503845214844,2018-07-14,False
52,42cVqhxnx314ck3hBcp4d_,-97.8494388,30.4523212,246.80503845214844,2018-07-14,False
53,ElH9y4i0Z1qbwSwIo_Uvgu,-97.849469,30.45231,246.80503845214844,2018-07-14,False
54,cxny6eVBsER2V9SEpUSrrF,-97.8494995,30.4522987,246.80503845214844,2018-07-14,False
55,2pVjolyu2jx9b83His-A2u,-97.8495288,30.452287800000004,246.80503845214844,2018-07-14,False
56,__B459tfSbrQLQ6D-3UBVz,-97.8495589,30.4522767,246.80503845214844,2018-07-14,False
57,h3Mo5v_zHxjXLHeCEm6ghq,-97.8495891,30.452265500000006,246.7252349853516,2018-07-14,False
58,7V3slPHQMjnVGQ57t4S9KU,-97.8496184,30.452254600000003,246.48760986328125,2018-07-14,False
59,6YBqFb3paRo580kI-YHJVc,-97.8496478,30.4522437,246.25018310546875,2018-07-14,False
60,eZXP4pRjNkkSd5xy1Io4JO,-97.8496777,30.4522325,246.00831604003903,2018-07-14,False
61,KLvPPSNqFSh9Vg1L_XOjO4,-97.8497075,30.4522214,245.7665863037109,2018-07-14,False
62,95KIGbZHPa3ufiXJLm79ze,-97.8497372,30.4522104,245.5262908935547,2018-07-14,False
63,kSrP5y08p0p43_dK6VPqgV,-97.8497665,30.4521995,245.2895355224609,2018-07-14,False
64,UJRXWNH2fR88mbkJ3j-BuX,-97.8497965,30.4521884,245.04656982421875,2018-07-14,False
65,wpuVvnD8nD5BZlg3SSB5b9,-97.8498268,30.4521765,245.00718688964844,2018-07-14,False
66,U-HKaMiTaFPJaSht1LX9MO,-97.8498564,30.4521648,245.00718688964844,2018-07-14,False
67,By7O9bwRskoN1sowN4B7HQ,-97.849887,30.4521527,245.00718688964844,2018-07-14,False
68,F73Iqrp566MnuagXLbSQI3,-97.8499171,30.4521407,245.00718688964844,2018-07-14,False
69,l87qbipvLH8qf4Id4HGWaE,-97.8499472,30.4521288,245.00718688964844,2018-07-14,False
70,R-cxe6rtiz0rCkAKjaqYmR,-97.8499774,30.4521169,245.00718688964844,2018-07-14,False
71,OHaUY-XiG1WUWOQ2hMcCG_,-97.8500078,30.4521048,245.00718688964844,2018-07-14,False
72,vrqLF3r8Y92En7iY4hVUaQ,-97.850039,30.452092600000004,244.9875030517578,2018-07-14,False
73,saH_Omhq3JCdlg0MIXP5pi,-97.8500702,30.4520805,244.9327392578125,2018-07-14,False
74,OCPoF-c5qi2sOcPlH2zUoo,-97.8501015,30.4520683,244.8778839111328,2018-07-14,False
75,RR-AzqgnpKvyMHjzA8wZ02,-97.8501333,30.452056,244.82196044921875,2018-07-14,False
76,U2UM-FA27Q9SDDKz9j-Kwh,-97.8501768,30.4520391,244.74560546875,2018-07-14,False
77,LQpnxH0iMiPHybSKHn6T2-,-97.8501967,30.452031400000006,244.71066284179688,2018-07-14,False
78,-VTdYFTKnPAMTQAHwDLKqB,-97.8502282,30.4520192,244.6553192138672,2018-07-14,False
79,hq1Rcaf4vn4fX4ow2xW7Ou,-97.8502598,30.4520069,244.59983825683602,2018-07-14,False
80,WrEFSGauCG07y-7AkByg8L,-97.8502915,30.451995,244.5908660888672,2018-07-14,False
81,y0nJSFnoHmqb6R17Pl6-NQ,-97.8503234,30.4519831,244.5908660888672,2018-07-14,False
82,PVz46JXW5s0SWQURHIX3gI,-97.8503555,30.4519711,244.5908660888672,2018-07-14,False
83,ml45NTUyx2shhSf9tsFCH7,-97.8503874,30.4519592,244.5908660888672,2018-07-14,False
84,BbDBrjTOujPTG72jGrPd9K,-97.8504192,30.4519473,244.5908660888672,2018-07-14,False
85,wqCCrMK_Wn56NkCBEkM0hq,-97.8504511,30.4519354,244.5908660888672,2018-07-14,False
86,4WopzS41tl8-9LKxiiCc14,-97.850483,30.4519235,244.5908660888672,2018-07-14,False
87,JjmFZ2Qg6IDvoXyGebN_gS,-97.8505147,30.4519115,244.61805725097656,2018-07-14,False
88,xA1Mf4AXyCr2y24ChcwN_g,-97.8505471,30.4518991,244.69700622558602,2018-07-14,False
89,EsyQeKabD0D1qg_mSUOmBZ,-97.8505793,30.4518868,244.7754821777344,2018-07-14,False
90,1uCzkd_kLxvVd7E_Skrs9a,-97.8506118,30.4518743,244.854736328125,2018-07-14,False
91,cClxpOoJJDjmFVvjamiATb,-97.8506454,30.4518615,244.93663024902344,2018-07-14,False
92,MVi2S1SlgCg06CXlr5agP1,-97.8506767,30.4518495,245.01303100585938,2018-07-14,False
93,FCGdlEyoNcBa7uS6BlZZVO,-97.8507085,30.4518373,245.09054565429688,2018-07-14,False
94,MpwRj9wjo8tXDXJ7HlWJOe,-97.8507412,30.4518247,245.1701812744141,2018-07-14,False
95,xOFdrkCx0-YCl3S1uMxuXi,-97.8507716,30.4518133,245.1816711425781,2018-07-14,False
96,-8flUj-q1uVY1--2vUpawu,-97.8508022,30.4518018,245.1816711425781,2018-07-14,False
97,FRlsRpNpnvooZgUdKl2vBQ,-97.8508322,30.4517906,245.1816711425781,2018-07-14,False
98,lvem4a41p91yqpyUTAQ9be,-97.8508624,30.4517792,245.1816711425781,2018-07-14,False
99,TV12BXoVavjODTYfj9743f,-97.8508926,30.4517679,245.1816711425781,2018-07-14,False
100,NRLv_NIn0NKYNySX38TMDB,-97.8509232,30.4517564,245.1816711425781,2018-07-14,False
101,34cseCcpa684RHXPMOzJPs,-97.8509532,30.4517451,245.1816711425781,2018-07-14,False
102,L5UNlkN2q0edcoDKtHi-Q-,-97.8509834,30.4517329,245.1816711425781,2018-07-14,False
103,iUr3yeZ_p3euKKQ6GPF0-R,-97.8510137,30.4517191,245.1816711425781,2018-07-14,False
104,EwT-BYIhE1AVQ_Olr0fxvL,-97.8510443,30.451705100000005,245.1816711425781,2018-07-14,False
105,Rn-PtgQnrJ9iTB30A_39gz,-97.8510744,30.4516913,245.1816711425781,2018-07-14,False
106,lrU1UrV5Q4jAnItpPAEE3D,-97.8511051,30.4516773,245.1816711425781,2018-07-14,False
107,_c77uEOTrUIjtYIjQa8KF-,-97.8511351,30.4516635,245.1816711425781,2018-07-14,False
108,afkqZe1LDPW2r_ExdRYNbU,-97.8511655,30.451649600000003,245.1816711425781,2018-07-14,False
109,mOnWugLpU4TbjqusgdbtqE,-97.8511957,30.4516358,245.1816711425781,2018-07-14,False
110,rEcnxMy_lrrEedI42M2Ypo,-97.851227,30.451623100000006,245.1816711425781,2018-07-14,False
111,QABFg5lTNyjZ_a64uKqIqP,-97.8512587,30.4516105,245.1816711425781,2018-07-14,False
112,BUpEkq2NgTU5EPl7Ebh7ho,-97.8512902,30.451598,245.1816711425781,2018-07-14,False
113,BtpyAOCeEUU-GUdO78Ggtu,-97.8513216,30.4515855,245.1816711425781,2018-07-14,False
114,LTj5KnsPLEl3IcwXJH5-O8,-97.8513533,30.4515729,245.1816711425781,2018-07-14,False
115,TMGfkrG6_CkXeQAY3DV2bc,-97.8513846,30.4515605,245.1816711425781,2018-07-14,False
116,tr8YJzb_vtp8ikW0uPdGku,-97.8514175,30.4515474,245.1816711425781,2018-07-14,False
117,nhUYWLJW2TI1Cd1qYUwLpu,-97.8514463,30.451536,245.1817321777344,2018-07-14,False
118,OaZKbvmEInT1wN0KxY-fIu,-97.8514731,30.451525399999994,245.1819000244141,2018-07-14,False
119,XLCZfnwghRwK-QbpeaZGuS,-97.8515,30.4515148,245.18206787109366,2018-07-14,False
120,9Rw2y_s6lvN9GBzyhwVw3D,-97.8515271,30.4515041,245.18223571777344,2018-07-14,False
121,bA0pfEkwi3wbM0yf5RPPJV,-97.8515538,30.4514936,245.18240356445312,2018-07-14,False
122,z1PGSD1vJ2HinbE-yCVZqY,-97.8515806,30.451483000000003,245.1825714111328,2018-07-14,False
123,zMthRj836bJjbC3akKBodG,-97.8516077,30.4514723,245.1827545166016,2018-07-14,False
124,-iD6DRTPbJNkgeZRVsUVRg,-97.8516344,30.4514618,245.1829071044922,2018-07-14,False
125,7Oif_YkO07LmZTvf3EFDTF,-97.8516639,30.4514514,245.1829376220703,2018-07-14,False
126,HlvmPJ9zdVcUAzsqThsewh,-97.8516939,30.4514409,245.1829376220703,2018-07-14,False
127,QdiOyzLqHdrZXQud4em4my,-97.8517236,30.451430600000005,245.1829376220703,2018-07-14,False
128,-rZQktOGaftVFUCPZ3f-G6,-97.8517536,30.4514202,245.1829376220703,2018-07-14,False
129,UBaj3o1yKsAgkXUVeyzFeN,-97.8517835,30.4514098,245.1829376220703,2018-07-14,False
130,7-KB2A8crTPAukSkBBAdT-,-97.8518131,30.4513994,245.1829376220703,2018-07-14,False
131,MY8etM-U1dAPfoc56hLqbZ,-97.8518432,30.451389,245.1829376220703,2018-07-14,False
132,2ALkpoa6XdGuUECN62Mail,-97.8518726,30.4513787,245.1829376220703,2018-07-14,False
133,VgD7cB0g3XIAw4t27ZzQQ-,-97.8519009,30.4513687,245.1829376220703,2018-07-14,False
134,1TvQLi7hj66yRnAhkrtRL_,-97.8519293,30.4513587,245.1829376220703,2018-07-14,False
135,DtJOdj2hLSXc4y7D83hpiB,-97.8519575,30.4513487,245.1829376220703,2018-07-14,False
136,6HzfyN-eTN3Vrs4qQDHVIQ,-97.8519865,30.4513384,245.1829376220703,2018-07-14,False
137,fBR8J9qNetEinqB7FzoMKP,-97.85201440000002,30.451328600000004,245.1829376220703,2018-07-14,False
138,UwoJ-pDEzV-YqVc7mO6g6M,-97.8520426,30.4513186,245.1829376220703,2018-07-14,False
139,85kdh7EEyIpfNrG7zeF5Gr,-97.852071,30.4513086,245.1829376220703,2018-07-14,False
140,YA-SkMQGMC5p31WfZ4V3MB,-97.8520945,30.4512983,245.1829376220703,2018-07-14,False
141,G6cgkAK-Vn52S5njUXUTTh,-97.8521175,30.451288,245.1829376220703,2018-07-14,False
142,5MK5TNCGRncciUX6f2N6ay,-97.8521398,30.4512779,245.1829376220703,2018-07-14,False
143,QmjU_zd4wRyilGpmiu2DFZ,-97.8521626,30.451267600000005,245.1829376220703,2018-07-14,False
144,9fz009oPhKx1cZ_sXbW0oJ,-97.8521852,30.4512574,245.1829376220703,2018-07-14,False
145,whPuclyeaYzbuMRbLJepmU,-97.8522085,30.4512469,245.1829376220703,2018-07-14,False
146,KZ6_daP-cMB-vAihVliGVT,-97.852231,30.4512368,245.1829376220703,2018-07-14,False
147,itP8Tl5skXl5hGyBbW97zI,-97.8522544,30.4512266,245.15869140625,2018-07-14,False
148,20nyJOCvO7AAseJ-kqa6QK,-97.8522799,30.451216,245.095458984375,2018-07-14,False
149,PZ9gt_BBTEndnrLjRxn3jY,-97.8523055,30.4512054,245.03196716308602,2018-07-14,False
150,7zVsb13O6BqfInBjkby_UH,-97.8523309,30.4511949,244.968994140625,2018-07-14,False
151,JeOoi5USzqc5JtdxW8Xiq3,-97.8523571,30.451184,244.9040679931641,2018-07-14,False
152,Hd61GRneq_wASr_frvgpyK,-97.8523821,30.4511737,244.8421936035156,2018-07-14,False
153,caoGfMDeZelaYoXRmA4YbW,-97.8524076,30.4511631,244.77899169921875,2018-07-14,False
154,wNdYFnHTe4KXZzs92xJjO-,-97.8524333,30.451152500000006,244.71534729003903,2018-07-14,False
155,fjklEME13aowPdVrN4BGEG,-97.852457,30.4511432,244.48426818847656,2018-07-14,False
156,esPrhpkFDLdezVnU999AJu,-97.8524803,30.4511342,244.23292541503903,2018-07-14,False
157,zs7NSl-oKsvJsAm-R6TRHc,-97.852504,30.4511251,243.9783935546875,2018-07-14,False
158,QkpLRMGDb_zXKe7zlV4POH,-97.8525273,30.451116100000004,243.7280120849609,2018-07-14,False
159,ZUsNnnigSsAoZ45y_L4HPc,-97.8489483,30.4524708,63.11849975585938,2018-07-11,False
160,OuYxmSFY5-qCZpY_TUM08Q,-97.848918,30.4524845,62.538780212402344,2018-07-11,False
161,rKVB6JcUV11NSdiOZ4a9gi,-97.8488871,30.4524984,61.94738388061523,2018-07-11,False
162,f7KkywPZf_9EXnh8tURbQP,-97.8488571,30.4525119,61.37590026855469,2018-07-11,False
163,NuynFoNRxbnv4FeOOMfRf4,-97.8488271,30.4525255,60.80276107788086,2018-07-11,False
164,cIz8EgpKGXEFlqsu0mvkQA,-97.8487966,30.4525393,60.21850204467773,2018-07-11,False
165,m5V-0R4lGgMtfCBTokXeWL,-97.8487667,30.4525542,59.7524299621582,2018-07-11,False
166,5hFPxIK0x9H9xeUD6PDrRP,-97.8487389,30.4525713,59.5655632019043,2018-07-11,False
167,CFyZGoxYvJBEOlX7GhI5lb,-97.8487108,30.4525886,59.37649917602539,2018-07-11,False
168,IeQcJW8I3kEM4t5855jJRQ,-97.848683,30.4526058,59.189659118652344,2018-07-11,False
169,AGilHrwIf1XRJagoGOUewA,-97.8486549,30.4526232,59.00011825561523,2018-07-11,False
170,R7KX4V39eJROQ0a4eqgnsH,-97.8486202,30.4526446,58.76672744750977,2018-07-11,False
171,yjvwTEdbDiGyT1EDcglIHw,-97.8485922,30.4526618,58.57854843139648,2018-07-11,False
172,vEzSrRo8lLxJDw2cQzkskS,-97.8485642,30.4526791,58.39902114868164,2018-07-11,False
173,qJk-lrn0qJleY5O5mTNTaj,-97.8485365,30.4526967,58.39902114868164,2018-07-11,False
174,B-bJElWqNsFDRE6IU1oFv9,-97.8485099,30.4527135,58.39902114868164,2018-07-11,False
175,rPSE6Av3xw0DEirhaUE8T4,-97.8484825,30.4527308,58.39902114868164,2018-07-11,False
176,xNk3Q5oGa9CDAMsTz1rGQ9,-97.8484555,30.4527479,58.39902114868164,2018-07-11,False
177,30qKuDFQF15AOHWVSSIeKz,-97.8484281,30.4527652,58.39902114868164,2018-07-11,False
178,ffgIOUrEthziiXwduB0nAd,-97.848401,30.4527824,58.39902114868164,2018-07-11,False
179,kSxtSLL0OW6LPqoYduxsOB,-97.8483741,30.4527994,58.39902114868164,2018-07-11,False
180,DO_UTL9f2iS0XPGz3R2PzG,-97.8483082,30.452849,53.99634170532226,2018-07-11,False
181,Ai-DMy3pxpLybXHyIv3Zgi,-97.8482556,30.452890000000004,49.67572402954102,2018-07-11,False
182,tyNMnKWQB-A_8l7JJC3NFT,-97.8482035,30.45293060000001,45.39662551879883,2018-07-11,False
183,oYG_cjhrTtoLTUVyB59Oo2,-97.8481504,30.4529727,42.28219604492188,2018-07-11,False
184,DG_9mehGve2BQNXyYN5MPS,-97.8480964,30.4530174,42.28219604492188,2018-07-11,False
185,6E1o0K6xRXW4xdpZVkks26,-97.8480421,30.4530622,42.28219604492188,2018-07-11,False
186,VMVKIrEb6nNphSxlHVErKw,-97.8481067,30.3105114,306.46734619140625,2019-08-13,False
187,8zZnjrpYJxe1IKMivd7lYw,-97.8483091,30.3105943,315.58233642578125,2019-08-13,False
188,RnNfwOwqknbGy_7rPKKBsw,-97.8485071,30.3106984,321.73052978515625,2019-08-13,False
189,DECMx6RNliecuPSXnqWkzw,-97.8486941,30.3108032,321.0775146484375,2019-08-13,False
190,mIr8E2I8wOurzljQYpNFkQ,-97.8488879,30.310921500000006,325.19036865234375,2019-08-13,False
191,9dxUIngHi5vKhZQ8VG62Gg,-97.84905340000002,30.3110398,329.22259521484375,2019-08-13,False
192,-bWWz6146GqIJ4RPfKsOrw,-97.8492259,30.3111733,330.258544921875,2019-08-13,False
193,_FZAS9DMTIbXGjY032AuKQ,-97.8493932,30.3113118,332.13525390625,2019-08-13,False
194,sfm90lTW2nuBiWXVvpZqNw,-97.8495506,30.3114514,333.65325927734375,2019-08-13,False
195,zZHylBKNbdzsJQ8_UnhN2w,-97.8497217,30.3116108,334.56439208984375,2019-08-13,False
196,0T_ackTrcNdUlX3YMrUdFQ,-97.8498795,30.3117575,333.93206787109375,2019-08-13,False
197,lVfJC34onXgakqUGHzhRWg,-97.8500512,30.311917,334.26483154296875,2019-08-13,False
198,tT4ZjKoa7XESKYaQK-z0pQ,-97.8502169,30.3120706,333.9996337890625,2019-08-13,False
199,dmchTQx79pGQXhqwwoGIaw,-97.8503922,30.3122256,332.480224609375,2019-08-13,False
200,D0jRUOYnFQS-4dnL3OY4vA,-97.850581,30.3123654,326.4923095703125,2019-08-13,False
201,EKgDOgWQFHr50adcnQKcmQ,-97.8507698,30.3124873,324.2647705078125,2019-08-13,False
202,gnWIzuHgUSAiMiWauZvU9g,-97.8509845,30.3126168,322.65545654296875,2019-08-13,False
203,WIms2TMC_ocmYAG4hmv8ng,-97.8512109,30.3127324,316.182373046875,2019-08-13,False
204,3zQE99bU8hLhJJNpm3TIUQ,-97.85141,30.3128267,316.5487060546875,2019-08-13,False
205,9fOu3mIlqy6hQvJO_IlV8Q,-97.8516729,30.3129451,313.7412109375,2019-08-13,False
206,jntqUetft0Qmv9cUdDFm-A,-97.8519132,30.3130485,313.5718994140625,2019-08-13,False
207,23kwsQpMJwi-kiiq58DzoQ,-97.8521529,30.3131579,316.21929931640625,2019-08-13,False
208,OZ-67WGhWHVQNQqQXJbdSw,-97.852397,30.3132659,313.4805908203125,2019-08-13,False
209,kKvg0aptUGfYbHek_S9U0A,-97.848032,30.396243,323.26800000000014,2016-02-14,False
210,6O63AdBm9_IIDsdxQ4gzHg,-97.848415,30.396467,324.4646,2016-02-14,False
211,_0Zr5I0M3qJxt_0YZjPyIA,-97.848594,30.396585,324.3395000000001,2016-02-14,False
212,NfGs1CXJPsKn6_jmWEPbmA,-97.848594,30.396585,325.5864,2016-02-14,False
213,s9pQDbkyorSYVy1rfDYxEQ,-97.848948,30.3968,324.63879999999995,2016-02-14,False
214,7DCmWdEls7uL1UeryRlmng,-97.849103,30.396918,323.9718000000001,2016-02-14,False
215,kaxRYfgIeI1GjGPPC21rvA,-97.84923,30.397076,328.46800000000013,2016-02-14,False
216,wRgRchN6aR-A2H1q152o0w,-97.84935,30.397246000000006,337.66059999999993,2016-02-14,False
217,bgykod_Xfo0136Ti8fTpmw,-97.849463,30.39742,345.51970000000006,2016-02-14,False
218,JZwe6bRLF7c05FrMP2AVSw,-97.849579,30.3976,347.8855,2016-02-14,False
219,o_VFDkjkPI1E2NqQ6C-wYA,-97.849703,30.397793,348.67100000000005,2016-02-14,False
220,53cDeTUE9gUKMwI75atTMQ,-97.849817,30.397957,349.58999999999986,2016-02-14,False
221,hxzovZ6zoFLrRqfOuPKXyg,-97.849817,30.397957,347.5354,2016-02-14,False
222,aNVq7hDdHfDjUusG7t2nlg,-97.850042,30.398315000000004,342.6636,2016-02-14,False
223,PxuOaSaoWvPcmV0b3ZofhA,-97.850157,30.398507,349.62210000000016,2016-02-14,False
224,HiC8QPtz4OzFd860lrinrA,-97.850157,30.398507,347.01150000000007,2016-02-14,False
225,4K-raZ9wI-7pzpdqM5uZmg,-97.850381,30.398862,346.95630000000006,2016-02-14,False
226,u6nJJldS_i3uAXouyx-log,-97.850381,30.398862,347.1378,2016-02-14,False
227,BtpotV9QYWQl_rCKQCjDTA,-97.85061,30.399223,347.9433,2016-02-14,False
228,SSqCZyoFA7tTZmeVwp4ACA,-97.850723,30.399403000000003,348.8932,2016-02-14,False
229,gqFmCriEY2OeYw0hLtm9DQ,-97.850838,30.39958,350.01199999999994,2016-02-14,False
230,7ip6-0y1kb_aVWxXwYPfWA,-97.850955,30.39976,348.32459999999986,2016-02-14,False
231,IGpEF4ZvcviDxDam2M1FoA,-97.851066,30.39993,348.7864,2016-02-14,False
232,1CSv1VJ7Sy065ib55nNSyQ,-97.851173,30.400109000000004,349.75980000000015,2016-02-14,False
233,wxi4pES29HIL7krQ3xkBgw,-97.851288,30.400286,349.7799,2016-02-14,False
234,ZpLKeXS15oGZR7ru1cpTDg,-97.851402,30.400467,347.149,2016-02-14,False
235,cdsDpRna_G79UktiHBv-Qw,-97.85151,30.400644,349.14789999999994,2016-02-14,False
236,c-CTaympyS0HxpfIhA90oA,-97.851617,30.400822,353.19090000000006,2016-02-14,False
237,GZSGWv5BdcxO05TdrZvzYA,-97.851725,30.401005,349.298,2016-02-14,False
238,lMztDrZPmbcqG5AfPX4S6Q,-97.851837,30.401187,348.76610000000005,2016-02-14,False
239,AuIm352Fk5TOzKxFnVODgw,-97.851947,30.401367,348.53279999999995,2016-02-14,False
240,oJtQ4voBXCkfMa_W5Fn-YA,-97.852048,30.401552,348.50440000000015,2016-02-14,False
241,3TTCFSeF6W1FotxkZ8k_Zw,-97.852155,30.401724,346.57670000000013,2016-02-14,False
242,K9XuITKlxSOd9Xo9UqdjXQ,-97.852262,30.401888,345.53739999999993,2016-02-14,False
243,i9Ro1kywrCxwZ6yGf3xQPQ,-97.852364,30.402045,346.66830000000016,2016-02-14,False
244,qBZdr34J_gqqaoOP0yPgmQ,-97.852469,30.4022,348.9132,2016-02-14,False
245,0AzhZF0GJqwCs2d0kJMnrw,-97.8520131,30.4075147,202.86903932860844,2017-11-30,False
246,pIXKFPb16rT6QitOKU6_kw,-97.85192,30.407705,203.41984244145897,2017-11-30,False
247,EwcZTBsm5kGIgLazORTTcg,-97.8518264,30.4078914,203.07600535640304,2017-11-30,False
248,AXlLQl2z3dDCvTS5oAqOeQ,-97.851735,30.408076399999995,203.1352812001697,2017-11-30,False
249,fkopYxkp0rV6p61hmX4Qtw,-97.851645,30.4082581,203.32664726196026,2017-11-30,False
250,HN9yoCvDojNtg6Z9H2X8cg,-97.851555,30.4084381,203.19668130211656,2017-11-30,False
251,zf1-8l22PEItipreM5wu2Q,-97.8514664,30.4086164,203.4538675154536,2017-11-30,False
252,TzBxT9a-oXU3HC981oo85Q,-97.851375,30.4087981,204.07975826696315,2017-11-30,False
253,BD0_uNh0XU54smJiPpj2Dw,-97.85128,30.4089814,203.54091664932298,2017-11-30,False
254,maC8dUdpYr3wOR5DkvxmDA,-97.8511847,30.40917,204.27351219373242,2017-11-30,False
255,ircElASVUXX_UdDDQPd4aQ,-97.8510864,30.4093581,203.6302862127808,2017-11-30,False
256,3nYRBB5KYYIEwSi4XZqO7g,-97.85099,30.4095481,203.53707629503128,2017-11-30,False
257,I5wtcBHNr_rMG_BDs-VwKg,-97.8508931,30.409740000000006,203.71486272771045,2017-11-30,False
258,Rz5lDMSpZ-xPGhN7_wY1gA,-97.8507947,30.4099331,203.50410621288484,2017-11-30,False
